token,search_terms,clicks,spend,sales,orders,cvr,acos,cpc,token_type,already_negative,click_share,sales_share,relative_cvr,issue_zero_sales,issue_low_relevancy,issue_high_spend,score,recommendation,reason
bulldogs,6,7,15.05,49.98,2,0.2857142857142857,0.30112044817927175,2.15,single_word,False,0.0029081844619858743,0.0035778175313059034,1.239124839124839,False,False,False,4.0,Monitor,traffic present but evidence is weaker
body,7,7,14.72,49.98,2,0.2857142857142857,0.2945178071228492,2.1028571428571428,single_word,False,0.0029081844619858743,0.0035778175313059034,1.239124839124839,False,False,False,4.0,Monitor,traffic present but evidence is weaker
eczema,3,6,14.84,49.98,2,0.3333333333333333,0.2969187675070028,2.473333333333333,single_word,False,0.0024927295388450354,0.0035778175313059034,1.4456456456456455,False,False,False,4.0,Monitor,traffic present but evidence is weaker
infections,6,6,14.07,74.97,3,0.5,0.1876750700280112,2.345,single_word,False,0.0024927295388450354,0.005366726296958855,2.1684684684684683,False,False,False,4.0,Monitor,traffic present but evidence is weaker
burts,4,6,13.75,49.98,2,0.3333333333333333,0.2751100440176071,2.2916666666666665,single_word,False,0.0024927295388450354,0.0035778175313059034,1.4456456456456455,False,False,False,4.0,Monitor,traffic present but evidence is weaker
allergic,6,6,13.41,49.98,2,0.3333333333333333,0.2683073229291717,2.235,single_word,False,0.0024927295388450354,0.0035778175313059034,1.4456456456456455,False,False,False,4.0,Monitor,traffic present but evidence is weaker
rash,6,6,13.4,74.97,3,0.5,0.17873816193143924,2.2333333333333334,single_word,False,0.0024927295388450354,0.005366726296958855,2.1684684684684683,False,False,False,4.0,Monitor,traffic present but evidence is weaker
bees,4,6,12.93,74.97,3,0.5,0.172468987595038,2.155,single_word,False,0.0024927295388450354,0.005366726296958855,2.1684684684684683,False,False,False,4.0,Monitor,traffic present but evidence is weaker
top,4,6,12.9,49.98,2,0.3333333333333333,0.2581032412965186,2.15,single_word,False,0.0024927295388450354,0.0035778175313059034,1.4456456456456455,False,False,False,4.0,Monitor,traffic present but evidence is weaker
golden,4,5,12.33,74.97,3,0.6,0.16446578631452582,2.466,single_word,False,0.002077274615704196,0.005366726296958855,2.602162162162162,False,False,False,4.0,Monitor,traffic present but evidence is weaker
tearless,5,5,11.43,49.98,2,0.4,0.22869147659063627,2.286,single_word,False,0.002077274615704196,0.0035778175313059034,1.7347747747747748,False,False,False,4.0,Monitor,traffic present but evidence is weaker
royal,5,5,10.94,49.98,2,0.4,0.2188875550220088,2.1879999999999997,single_word,False,0.002077274615704196,0.0035778175313059034,1.7347747747747748,False,False,False,4.0,Monitor,traffic present but evidence is weaker
control,3,5,10.77,49.98,2,0.4,0.21548619447779113,2.154,single_word,False,0.002077274615704196,0.0035778175313059034,1.7347747747747748,False,False,False,4.0,Monitor,traffic present but evidence is weaker
silver,5,5,10.77,49.98,2,0.4,0.21548619447779113,2.154,single_word,False,0.002077274615704196,0.0035778175313059034,1.7347747747747748,False,False,False,4.0,Monitor,traffic present but evidence is weaker
sog,2,5,9.61,74.97,3,0.6,0.1281846071762038,1.922,single_word,False,0.002077274615704196,0.005366726296958855,2.602162162162162,False,False,False,4.0,Monitor,traffic present but evidence is weaker
deodorizing,3,4,10.3,24.99,1,0.25,0.4121648659463786,2.575,single_word,False,0.0016618196925633569,0.0017889087656529517,1.0842342342342342,False,False,False,4.0,Monitor,traffic present but evidence is weaker
healthy,4,4,10.0,24.99,1,0.25,0.4001600640256103,2.5,single_word,False,0.0016618196925633569,0.0017889087656529517,1.0842342342342342,False,False,False,4.0,Monitor,traffic present but evidence is weaker
retriever,4,4,9.81,49.98,2,0.5,0.19627851140456185,2.4525,single_word,False,0.0016618196925633569,0.0035778175313059034,2.1684684684684683,False,False,False,4.0,Monitor,traffic present but evidence is weaker
sarna,3,4,9.74,49.98,2,0.5,0.19487795118047221,2.435,single_word,False,0.0016618196925633569,0.0035778175313059034,2.1684684684684683,False,False,False,4.0,Monitor,traffic present but evidence is weaker
rottweiler,3,4,9.62,24.99,1,0.25,0.38495398159263705,2.405,single_word,False,0.0016618196925633569,0.0017889087656529517,1.0842342342342342,False,False,False,4.0,Monitor,traffic present but evidence is weaker
fog,3,4,9.57,24.99,1,0.25,0.38295318127250905,2.3925,single_word,False,0.0016618196925633569,0.0017889087656529517,1.0842342342342342,False,False,False,4.0,Monitor,traffic present but evidence is weaker
fur,4,4,9.559999999999999,24.99,1,0.25,0.3825530212084834,2.3899999999999997,single_word,False,0.0016618196925633569,0.0017889087656529517,1.0842342342342342,False,False,False,4.0,Monitor,traffic present but evidence is weaker
scented,3,4,9.5,49.98,2,0.5,0.19007603041216486,2.375,single_word,False,0.0016618196925633569,0.0035778175313059034,2.1684684684684683,False,False,False,4.0,Monitor,traffic present but evidence is weaker
my,4,4,9.11,24.99,1,0.25,0.3645458183273309,2.2775,single_word,False,0.0016618196925633569,0.0017889087656529517,1.0842342342342342,False,False,False,4.0,Monitor,traffic present but evidence is weaker
hotspot,3,4,8.84,49.98,2,0.5,0.17687074829931973,2.21,single_word,False,0.0016618196925633569,0.0035778175313059034,2.1684684684684683,False,False,False,4.0,Monitor,traffic present but evidence is weaker
tear,4,4,8.81,49.98,1,0.25,0.17627050820328133,2.2025,single_word,False,0.0016618196925633569,0.0035778175313059034,1.0842342342342342,False,False,False,4.0,Monitor,traffic present but evidence is weaker
kit,4,4,8.8,49.98,2,0.5,0.17607042817126853,2.2,single_word,False,0.0016618196925633569,0.0035778175313059034,2.1684684684684683,False,False,False,4.0,Monitor,traffic present but evidence is weaker
old,3,4,8.73,24.99,1,0.25,0.3493397358943578,2.1825,single_word,False,0.0016618196925633569,0.0017889087656529517,1.0842342342342342,False,False,False,4.0,Monitor,traffic present but evidence is weaker
pug,2,4,8.709999999999999,24.99,1,0.25,0.3485394157663065,2.1774999999999998,single_word,False,0.0016618196925633569,0.0017889087656529517,1.0842342342342342,False,False,False,4.0,Monitor,traffic present but evidence is weaker
cream,4,4,8.59,49.98,2,0.5,0.1718687474989996,2.1475,single_word,False,0.0016618196925633569,0.0035778175313059034,2.1684684684684683,False,False,False,4.0,Monitor,traffic present but evidence is weaker
arm,4,4,8.57,24.99,1,0.25,0.342937174869948,2.1425,single_word,False,0.0016618196925633569,0.0017889087656529517,1.0842342342342342,False,False,False,4.0,Monitor,traffic present but evidence is weaker
hammer,4,4,8.57,24.99,1,0.25,0.342937174869948,2.1425,single_word,False,0.0016618196925633569,0.0017889087656529517,1.0842342342342342,False,False,False,4.0,Monitor,traffic present but evidence is weaker
virbac,3,4,8.39,24.99,1,0.25,0.33573429371748703,2.0975,single_word,False,0.0016618196925633569,0.0017889087656529517,1.0842342342342342,False,False,False,4.0,Monitor,traffic present but evidence is weaker
nexderma,2,4,8.16,24.99,1,0.25,0.326530612244898,2.04,single_word,False,0.0016618196925633569,0.0017889087656529517,1.0842342342342342,False,False,False,4.0,Monitor,traffic present but evidence is weaker
beast,1,2,5.32,0.0,0,0.0,0.0,2.66,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
boy,2,2,5.32,0.0,0,0.0,0.0,2.66,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
danes,1,2,5.32,0.0,0,0.0,0.0,2.66,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
filthy,1,2,5.32,0.0,0,0.0,0.0,2.66,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
pulgas,2,2,5.32,0.0,0,0.0,0.0,2.66,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
silky,2,2,5.32,0.0,0,0.0,0.0,2.66,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
wipes,2,2,5.32,0.0,0,0.0,0.0,2.66,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
antipulgas,2,2,5.11,0.0,0,0.0,0.0,2.555,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
months,2,2,5.11,0.0,0,0.0,0.0,2.555,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
bpo,2,2,5.050000000000001,0.0,0,0.0,0.0,2.5250000000000004,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
licking,2,2,5.050000000000001,0.0,0,0.0,0.0,2.5250000000000004,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
animals,1,2,5.05,0.0,0,0.0,0.0,2.525,single_word,False,0.0008309098462816784,0.0,0.0,False,False,False,4.0,Monitor,traffic present but evidence is weaker
